ID,Tracker,Status,Priority,Subject,Category,Estimated time,Description,Caratteristica di riferimento,,Assegnatario,Tempo Effettivo,Hash Commit
J11,To-Do,New,Normal,"java:S5786:  ""Remove this 'public' modifier.""",INFO,2min,Key: AYfl9r_Bd9SEFTPV56X_ Path: org.apache.commons_commons-compress:src/test/java/org/apache/commons/compress/archivers/tar/TarArchiveOutputStreamTest.java - startLine: 246;startOffset: 4;endOffset: 10;endLine: 246,Maintenance (Code Smells),,Matteo Razionale,0h1m,420f04cfd54c4699395156b8a5047f35a20549f2
J12,To-Do,New,Normal,"java:S5786:  ""Remove this 'public' modifier.""",INFO,2min,Key: AYfl9r_Bd9SEFTPV56X- Path: org.apache.commons_commons-compress:src/test/java/org/apache/commons/compress/archivers/tar/TarArchiveOutputStreamTest.java - startLine: 236;startOffset: 4;endOffset: 10;endLine: 236,Maintenance (Code Smells),,Matteo Razionale,0h1m,3dcdb7e93b1be7f0a22b6a79a9b19212d94ea8b1
J13,To-Do,New,Normal,"java:S5786:  ""Remove this 'public' modifier.""",INFO,2min,Key: AYfl9r_Bd9SEFTPV56X3 Path: org.apache.commons_commons-compress:src/test/java/org/apache/commons/compress/archivers/tar/TarArchiveOutputStreamTest.java - startLine: 82;startOffset: 4;endOffset: 10;endLine: 82,Maintenance (Code Smells),,Matteo Razionale,0h1m,cb8e260efd42173815576ede72130024b5d62545
J14,To-Do,New,Normal,"java:S5786:  ""Remove this 'public' modifier.""",INFO,2min,Key: AYfl9r_Bd9SEFTPV56X4 Path: org.apache.commons_commons-compress:src/test/java/org/apache/commons/compress/archivers/tar/TarArchiveOutputStreamTest.java - startLine: 92;startOffset: 4;endOffset: 10;endLine: 92,Maintenance (Code Smells),,Matteo Razionale,0h1m,d2c624dae1b0d92d5c4dc32d832432cf1cc175e1
J15,To-Do,New,Normal,"java:S5786:  ""Remove this 'public' modifier.""",INFO,2min,Key: AYfl9r_Bd9SEFTPV56X5 Path: org.apache.commons_commons-compress:src/test/java/org/apache/commons/compress/archivers/tar/TarArchiveOutputStreamTest.java - startLine: 119;startOffset: 4;endOffset: 10;endLine: 119,Maintenance (Code Smells),,Matteo Razionale,0h1m,15dbbbd41f950568728f276c2a4e4dc963f2d69a
J16,To-Do,New,Normal,"java:S5786:  ""Remove this 'public' modifier.""",INFO,2min,Key: AYfl9r_Bd9SEFTPV56X6 Path: org.apache.commons_commons-compress:src/test/java/org/apache/commons/compress/archivers/tar/TarArchiveOutputStreamTest.java - startLine: 140;startOffset: 4;endOffset: 10;endLine: 140,Maintenance (Code Smells),,Matteo Razionale,0h1m,fdba3f9e1d35bc347cfa6017d2cc0bae032daa64
J17,To-Do,New,Normal,"java:S5786:  ""Remove this 'public' modifier.""",INFO,2min,Key: AYfl9r_Bd9SEFTPV56X7 Path: org.apache.commons_commons-compress:src/test/java/org/apache/commons/compress/archivers/tar/TarArchiveOutputStreamTest.java - startLine: 161;startOffset: 4;endOffset: 10;endLine: 161,Maintenance (Code Smells),,Matteo Razionale,0h1m,954813985fc129409479339e19ce2862feee91a7
J18,To-Do,New,Normal,"java:S5786:  ""Remove this 'public' modifier.""",INFO,2min,Key: AYfl9r_Bd9SEFTPV56X8 Path: org.apache.commons_commons-compress:src/test/java/org/apache/commons/compress/archivers/tar/TarArchiveOutputStreamTest.java - startLine: 194;startOffset: 4;endOffset: 10;endLine: 194,Maintenance (Code Smells),,Matteo Razionale,0h1m,3351a1e573144ef294e0d8c837c76d1476cb11e7
J19,To-Do,New,Normal,"java:S5786:  ""Remove this 'public' modifier.""",INFO,2min,Key: AYfl9r_Bd9SEFTPV56X9 Path: org.apache.commons_commons-compress:src/test/java/org/apache/commons/compress/archivers/tar/TarArchiveOutputStreamTest.java - startLine: 223;startOffset: 4;endOffset: 10;endLine: 223,Maintenance (Code Smells),,Matteo Razionale,0h1m,244e57d088df0e54e2f837981d792a00bcfd80fe
J20,To-Do,New,Normal,"java:S5786:  ""Remove this 'public' modifier.""",INFO,2min,Key: AYfl9r_Bd9SEFTPV56YA Path: org.apache.commons_commons-compress:src/test/java/org/apache/commons/compress/archivers/tar/TarArchiveOutputStreamTest.java - startLine: 278;startOffset: 4;endOffset: 10;endLine: 278,Maintenance (Code Smells),,Matteo Razionale,0h1m,cc629cfa6f42a9aa873c15034161c83918864f7c
J21,To-Do,New,Normal,"java:S5786:  ""Remove this 'public' modifier.""",INFO,2min,Key: AYfl9r_Bd9SEFTPV56YB Path: org.apache.commons_commons-compress:src/test/java/org/apache/commons/compress/archivers/tar/TarArchiveOutputStreamTest.java - startLine: 334;startOffset: 4;endOffset: 10;endLine: 334,Maintenance (Code Smells),,Matteo Razionale,0h1m,661171b510e408d5ada429c6378822f77e39f651
J22,To-Do,New,Normal,"java:S5786:  ""Remove this 'public' modifier.""",INFO,2min,Key: AYfl9r_Bd9SEFTPV56YC Path: org.apache.commons_commons-compress:src/test/java/org/apache/commons/compress/archivers/tar/TarArchiveOutputStreamTest.java - startLine: 353;startOffset: 4;endOffset: 10;endLine: 353,Maintenance (Code Smells),,Matteo Razionale,0h1m,b5d0ad7499b82b854432cd0af85225f832acd92d
J23,To-Do,New,Normal,"java:S5786:  ""Remove this 'public' modifier.""",INFO,2min,Key: AYfl9r_Bd9SEFTPV56YD Path: org.apache.commons_commons-compress:src/test/java/org/apache/commons/compress/archivers/tar/TarArchiveOutputStreamTest.java - startLine: 372;startOffset: 1;endOffset: 7;endLine: 372,Maintenance (Code Smells),,Matteo Razionale,0h1m,3d74cd276d2b77abfd0452ea0f2bad2460c3e0cf
J24,To-Do,New,Normal,"java:S5786:  ""Remove this 'public' modifier.""",INFO,2min,Key: AYfl9r_Bd9SEFTPV56YE Path: org.apache.commons_commons-compress:src/test/java/org/apache/commons/compress/archivers/tar/TarArchiveOutputStreamTest.java - startLine: 414;startOffset: 10;endOffset: 16;endLine: 414,Maintenance (Code Smells),,Matteo Razionale,0h1m,a6fe3c5320dc9405436710430f9f9a14404ece43
J25,To-Do,New,Normal,"java:S5786:  ""Remove this 'public' modifier.""",INFO,2min,Key: AYfl9r_Bd9SEFTPV56YF Path: org.apache.commons_commons-compress:src/test/java/org/apache/commons/compress/archivers/tar/TarArchiveOutputStreamTest.java - startLine: 449;startOffset: 4;endOffset: 10;endLine: 449,Maintenance (Code Smells),,Matteo Razionale,0h1m,bcd4255a760f40d9e0015086287c29d86772319d
J26,To-Do,New,Normal,"java:S5786:  ""Remove this 'public' modifier.""",INFO,2min,Key: AYfl9r_Bd9SEFTPV56YG Path: org.apache.commons_commons-compress:src/test/java/org/apache/commons/compress/archivers/tar/TarArchiveOutputStreamTest.java - startLine: 457;startOffset: 4;endOffset: 10;endLine: 457,Maintenance (Code Smells),,Matteo Razionale,0h1m,b765d8dceb5a92fc5951207fe28dce971f3a9caa
J27,To-Do,New,Normal,"java:S5786:  ""Remove this 'public' modifier.""",INFO,2min,Key: AYfl9r_Bd9SEFTPV56YH Path: org.apache.commons_commons-compress:src/test/java/org/apache/commons/compress/archivers/tar/TarArchiveOutputStreamTest.java - startLine: 481;startOffset: 4;endOffset: 10;endLine: 481,Maintenance (Code Smells),,Matteo Razionale,0h1m,d6b0619451c104c347e000945ad3fbc4a27b5ebd
J28,To-Do,New,Normal,"java:S5786:  ""Remove this 'public' modifier.""",INFO,2min,Key: AYfl9r_Bd9SEFTPV56YI Path: org.apache.commons_commons-compress:src/test/java/org/apache/commons/compress/archivers/tar/TarArchiveOutputStreamTest.java - startLine: 501;startOffset: 4;endOffset: 10;endLine: 501,Maintenance (Code Smells),,Matteo Razionale,0h1m,51cab4f464ebf7a15cd0c143ae6254623bba606c
J29,To-Do,New,Normal,"java:S5786:  ""Remove this 'public' modifier.""",INFO,2min,Key: AYfl9r_Bd9SEFTPV56YJ Path: org.apache.commons_commons-compress:src/test/java/org/apache/commons/compress/archivers/tar/TarArchiveOutputStreamTest.java - startLine: 509;startOffset: 4;endOffset: 10;endLine: 509,Maintenance (Code Smells),,Matteo Razionale,0h1m,9b762effab99d8f2ada1f959afc459ae1c3ca49f
J30,To-Do,New,Normal,"java:S5786:  ""Remove this 'public' modifier.""",INFO,2min,Key: AYfl9r_Bd9SEFTPV56YK Path: org.apache.commons_commons-compress:src/test/java/org/apache/commons/compress/archivers/tar/TarArchiveOutputStreamTest.java - startLine: 514;startOffset: 4;endOffset: 10;endLine: 514,Maintenance (Code Smells),,Matteo Razionale,0h1m,97a9492c94c725a9857bc5f3be1223e46dacb0dd
J31,To-Do,New,Normal,"java:S5786:  ""Remove this 'public' modifier.""",INFO,2min,Key: AYfl9r_Bd9SEFTPV56YL Path: org.apache.commons_commons-compress:src/test/java/org/apache/commons/compress/archivers/tar/TarArchiveOutputStreamTest.java - startLine: 535;startOffset: 4;endOffset: 10;endLine: 535,Maintenance (Code Smells),,Matteo Razionale,0h1m,6c079a96ccdd71ea50f6821a148c8c6152b000cf
J32,To-Do,New,Normal,"java:S5786:  ""Remove this 'public' modifier.""",INFO,2min,Key: AYfl9r_Bd9SEFTPV56YM Path: org.apache.commons_commons-compress:src/test/java/org/apache/commons/compress/archivers/tar/TarArchiveOutputStreamTest.java - startLine: 559;startOffset: 4;endOffset: 10;endLine: 559,Maintenance (Code Smells),,Matteo Razionale,0h1m,3265fc813e5b363cf15e63d154afd28fb5e3ac7f
J33,To-Do,New,Normal,"java:S5786:  ""Remove this 'public' modifier.""",INFO,2min,Key: AYfl9r_Bd9SEFTPV56YN Path: org.apache.commons_commons-compress:src/test/java/org/apache/commons/compress/archivers/tar/TarArchiveOutputStreamTest.java - startLine: 599;startOffset: 4;endOffset: 10;endLine: 599,Maintenance (Code Smells),,Matteo Razionale,0h1m,35e515c79af968d46778cbf1b1449e1f0df2f440
J34,To-Do,New,Normal,"java:S5786:  ""Remove this 'public' modifier.""",INFO,2min,Key: AYfl9r_Bd9SEFTPV56YO Path: org.apache.commons_commons-compress:src/test/java/org/apache/commons/compress/archivers/tar/TarArchiveOutputStreamTest.java - startLine: 620;startOffset: 4;endOffset: 10;endLine: 620,Maintenance (Code Smells),,Matteo Razionale,0h1m,4538089264ce92a39d0c80d88261d0f38acf27ce
J35,To-Do,New,Normal,"java:S5786:  ""Remove this 'public' modifier.""",INFO,2min,Key: AYfl9r_Bd9SEFTPV56YP Path: org.apache.commons_commons-compress:src/test/java/org/apache/commons/compress/archivers/tar/TarArchiveOutputStreamTest.java - startLine: 628;startOffset: 4;endOffset: 10;endLine: 628,Maintenance (Code Smells),,Matteo Razionale,0h1m,0dadf1ce57e879b4cd447b5b0809abea3135e02e
J36,To-Do,New,Normal,"java:S5786:  ""Remove this 'public' modifier.""",INFO,2min,Key: AYfl9r_Bd9SEFTPV56YQ Path: org.apache.commons_commons-compress:src/test/java/org/apache/commons/compress/archivers/tar/TarArchiveOutputStreamTest.java - startLine: 633;startOffset: 4;endOffset: 10;endLine: 633,Maintenance (Code Smells),,Matteo Razionale,0h1m,f82562e9d22fc62e44346826ee47cb1e31ac7cd7
J37,To-Do,New,Normal,"java:S5786:  ""Remove this 'public' modifier.""",INFO,2min,Key: AYfl9r_Bd9SEFTPV56YR Path: org.apache.commons_commons-compress:src/test/java/org/apache/commons/compress/archivers/tar/TarArchiveOutputStreamTest.java - startLine: 659;startOffset: 4;endOffset: 10;endLine: 659,Maintenance (Code Smells),,Matteo Razionale,0h1m,0ccfa2c1b77c7124237db4f6d1e2b4701db3f8b3
J38,To-Do,New,Normal,"java:S5786:  ""Remove this 'public' modifier.""",INFO,2min,Key: AYfl9r_Bd9SEFTPV56YS Path: org.apache.commons_commons-compress:src/test/java/org/apache/commons/compress/archivers/tar/TarArchiveOutputStreamTest.java - startLine: 678;startOffset: 4;endOffset: 10;endLine: 678,Maintenance (Code Smells),,Matteo Razionale,0h1m,9082e835e288bc2b79c294f60a65d201e3b23695
J39,To-Do,New,Normal,"java:S5786:  ""Remove this 'public' modifier.""",INFO,2min,Key: AYfl9r_Bd9SEFTPV56YT Path: org.apache.commons_commons-compress:src/test/java/org/apache/commons/compress/archivers/tar/TarArchiveOutputStreamTest.java - startLine: 703;startOffset: 4;endOffset: 10;endLine: 703,Maintenance (Code Smells),,Matteo Razionale,0h1m,8b14686105e18a30a3ffb1501cca891932fb93de
J40,To-Do,New,Normal,"java:S5786:  ""Remove this 'public' modifier.""",INFO,2min,Key: AYfl9r_Bd9SEFTPV56YU Path: org.apache.commons_commons-compress:src/test/java/org/apache/commons/compress/archivers/tar/TarArchiveOutputStreamTest.java - startLine: 722;startOffset: 4;endOffset: 10;endLine: 722,Maintenance (Code Smells),,Matteo Razionale,0h1m,b06757d41550daf929d101d2e64df8ddd650c770
J41,To-Do,New,Normal,"java:S5786:  ""Remove this 'public' modifier.""",INFO,2min,Key: AYfl9r_Bd9SEFTPV56YV Path: org.apache.commons_commons-compress:src/test/java/org/apache/commons/compress/archivers/tar/TarArchiveOutputStreamTest.java - startLine: 743;startOffset: 4;endOffset: 10;endLine: 743,Maintenance (Code Smells),,Matteo Razionale,0h1m,80448ead792b335f0ada7db8aa28a94ca8b13ef1
J42,To-Do,New,Normal,"java:S5786:  ""Remove this 'public' modifier.""",INFO,2min,Key: AYfl9r_Bd9SEFTPV56YW Path: org.apache.commons_commons-compress:src/test/java/org/apache/commons/compress/archivers/tar/TarArchiveOutputStreamTest.java - startLine: 761;startOffset: 4;endOffset: 10;endLine: 761,Maintenance (Code Smells),,Matteo Razionale,0h1m,cce3e2e81ea47c533499e505dfc95867fcd253ca
J43,To-Do,New,Normal,"java:S5786:  ""Remove this 'public' modifier.""",INFO,2min,Key: AYfl9r_Bd9SEFTPV56YX Path: org.apache.commons_commons-compress:src/test/java/org/apache/commons/compress/archivers/tar/TarArchiveOutputStreamTest.java - startLine: 54;startOffset: 0;endOffset: 6;endLine: 54,Maintenance (Code Smells),,Matteo Razionale,rejected,
J44,To-Do,New,Normal,"java:S5786:  ""Remove this 'public' modifier.""",INFO,2min,Key: AYfl9r_dd9SEFTPV56Za Path: org.apache.commons_commons-compress:src/test/java/org/apache/commons/compress/archivers/tar/TarArchiveEntryTest.java - startLine: 357;startOffset: 4;endOffset: 10;endLine: 357,Maintenance (Code Smells),,Matteo Razionale,0h1m,c2865b282efefe8148d39bf3f02801181026d278
J45,To-Do,New,Normal,"java:S5786:  ""Remove this 'public' modifier.""",INFO,2min,Key: AYfl9r_dd9SEFTPV56Zb Path: org.apache.commons_commons-compress:src/test/java/org/apache/commons/compress/archivers/tar/TarArchiveEntryTest.java - startLine: 365;startOffset: 4;endOffset: 10;endLine: 365,Maintenance (Code Smells),,Matteo Razionale,0h1m,e27fb744fe79ab7cd8e36777bcd4125d027753b5
J46,To-Do,New,Normal,"java:S5786:  ""Remove this 'public' modifier.""",INFO,2min,Key: AYfl9r_dd9SEFTPV56Zc Path: org.apache.commons_commons-compress:src/test/java/org/apache/commons/compress/archivers/tar/TarArchiveEntryTest.java - startLine: 373;startOffset: 4;endOffset: 10;endLine: 373,Maintenance (Code Smells),,Matteo Razionale,0h1m,f0bbc9bdcf8353323fe078527ae6662b2cbcfc05
J47,To-Do,New,Normal,"java:S5786:  ""Remove this 'public' modifier.""",INFO,2min,Key: AYfl9r_dd9SEFTPV56Zd Path: org.apache.commons_commons-compress:src/test/java/org/apache/commons/compress/archivers/tar/TarArchiveEntryTest.java - startLine: 400;startOffset: 4;endOffset: 10;endLine: 400,Maintenance (Code Smells),,Matteo Razionale,0h1m,9e60742353c8a9399315d5dca4fc9056145300e1
J48,To-Do,New,Normal,"java:S5786:  ""Remove this 'public' modifier.""",INFO,2min,Key: AYfl9r_dd9SEFTPV56Ze Path: org.apache.commons_commons-compress:src/test/java/org/apache/commons/compress/archivers/tar/TarArchiveEntryTest.java - startLine: 410;startOffset: 4;endOffset: 10;endLine: 410,Maintenance (Code Smells),,Matteo Razionale,0h1m,9f95b991a5223d71787ff6c40e198c2bfbc2fcbf
J49,To-Do,New,Normal,"java:S5786:  ""Remove this 'public' modifier.""",INFO,2min,Key: AYfl9r_dd9SEFTPV56Zf Path: org.apache.commons_commons-compress:src/test/java/org/apache/commons/compress/archivers/tar/TarArchiveEntryTest.java - startLine: 475;startOffset: 4;endOffset: 10;endLine: 475,Maintenance (Code Smells),,Matteo Razionale,0h1m,38b7e0e206d12974905c1df96b4691705bdf0210
J50,To-Do,New,Normal,"java:S5786:  ""Remove this 'public' modifier.""",INFO,2min,Key: AYfl9r_dd9SEFTPV56Zg Path: org.apache.commons_commons-compress:src/test/java/org/apache/commons/compress/archivers/tar/TarArchiveEntryTest.java - startLine: 482;startOffset: 4;endOffset: 10;endLine: 482,Maintenance (Code Smells),,Matteo Razionale,0h1m,a83d0faa9f712e604886870840f4657985808383
J51,To-Do,New,Normal,"java:S5786:  ""Remove this 'public' modifier.""",INFO,2min,Key: AYfl9r_dd9SEFTPV56Zh Path: org.apache.commons_commons-compress:src/test/java/org/apache/commons/compress/archivers/tar/TarArchiveEntryTest.java - startLine: 49;startOffset: 0;endOffset: 6;endLine: 49,Maintenance (Code Smells),,Matteo Razionale,0h1m,3a87b1b39a565fda810dceb19b6bee4072eeb210
J52,To-Do,New,Normal,"java:S5786:  ""Remove this 'public' modifier.""",INFO,2min,Key: AYfl9r_dd9SEFTPV56ZL Path: org.apache.commons_commons-compress:src/test/java/org/apache/commons/compress/archivers/tar/TarArchiveEntryTest.java - startLine: 75;startOffset: 4;endOffset: 10;endLine: 75,Maintenance (Code Smells),,Matteo Razionale,0h1m,b04dc651abbff35b8d14bd4c0129e5fb46ab2771
J53,To-Do,New,Normal,"java:S5786:  ""Remove this 'public' modifier.""",INFO,2min,Key: AYfl9r_dd9SEFTPV56ZM Path: org.apache.commons_commons-compress:src/test/java/org/apache/commons/compress/archivers/tar/TarArchiveEntryTest.java - startLine: 82;startOffset: 4;endOffset: 10;endLine: 82,Maintenance (Code Smells),,Matteo Razionale,0h1m,4d41d03f3265681b7361be9881b33695d93e19b7
J54,To-Do,New,Normal,"java:S5786:  ""Remove this 'public' modifier.""",INFO,2min,Key: AYfl9r_dd9SEFTPV56ZN Path: org.apache.commons_commons-compress:src/test/java/org/apache/commons/compress/archivers/tar/TarArchiveEntryTest.java - startLine: 90;startOffset: 4;endOffset: 10;endLine: 90,Maintenance (Code Smells),,Matteo Razionale,0h1m,701dc6cb0fecec83c22cfecfe4e7814ce2554515
J55,To-Do,New,Normal,"java:S5786:  ""Remove this 'public' modifier.""",INFO,2min,Key: AYfl9r_dd9SEFTPV56ZO Path: org.apache.commons_commons-compress:src/test/java/org/apache/commons/compress/archivers/tar/TarArchiveEntryTest.java - startLine: 98;startOffset: 4;endOffset: 10;endLine: 98,Maintenance (Code Smells),,Matteo Razionale,0h1m,a5ed84d9d59549d1c72652bfd4f2d9b568a6b7a0
J56,To-Do,New,Normal,"java:S5786:  ""Remove this 'public' modifier.""",INFO,2min,Key: AYfl9r_dd9SEFTPV56ZP Path: org.apache.commons_commons-compress:src/test/java/org/apache/commons/compress/archivers/tar/TarArchiveEntryTest.java - startLine: 106;startOffset: 4;endOffset: 10;endLine: 106,Maintenance (Code Smells),,Matteo Razionale,0h1m,1a43c09575b8c1f3675b18c420ae8237872d524e
J57,To-Do,New,Normal,"java:S5786:  ""Remove this 'public' modifier.""",INFO,2min,Key: AYfl9r_dd9SEFTPV56ZQ Path: org.apache.commons_commons-compress:src/test/java/org/apache/commons/compress/archivers/tar/TarArchiveEntryTest.java - startLine: 120;startOffset: 4;endOffset: 10;endLine: 120,Maintenance (Code Smells),,Matteo Razionale,0h1m,86f16eaa56050052345260b3f3a390073bf7c9d5
J58,To-Do,New,Normal,"java:S5786:  ""Remove this 'public' modifier.""",INFO,2min,Key: AYfl9r_dd9SEFTPV56ZR Path: org.apache.commons_commons-compress:src/test/java/org/apache/commons/compress/archivers/tar/TarArchiveEntryTest.java - startLine: 147;startOffset: 4;endOffset: 10;endLine: 147,Maintenance (Code Smells),,Matteo Razionale,0h1m,364173a7e9e0663e378f87afce4224370f222f25
J59,To-Do,New,Normal,"java:S5786:  ""Remove this 'public' modifier.""",INFO,2min,Key: AYfl9r_dd9SEFTPV56ZS Path: org.apache.commons_commons-compress:src/test/java/org/apache/commons/compress/archivers/tar/TarArchiveEntryTest.java - startLine: 152;startOffset: 4;endOffset: 10;endLine: 152,Maintenance (Code Smells),,Matteo Razionale,0h1m,12297280ce2e43f41b7e10407437a8dbac703738
J60,To-Do,New,Normal,"java:S5786:  ""Remove this 'public' modifier.""",INFO,2min,Key: AYfl9r_dd9SEFTPV56ZT Path: org.apache.commons_commons-compress:src/test/java/org/apache/commons/compress/archivers/tar/TarArchiveEntryTest.java - startLine: 169;startOffset: 4;endOffset: 10;endLine: 169,Maintenance (Code Smells),,Matteo Razionale,0h1m,2c54ac586c12668b8af39c059b98e60a881e7874
J61,To-Do,New,Normal,"java:S5786:  ""Remove this 'public' modifier.""",INFO,2min,Key: AYfl9r_dd9SEFTPV56ZU Path: org.apache.commons_commons-compress:src/test/java/org/apache/commons/compress/archivers/tar/TarArchiveEntryTest.java - startLine: 199;startOffset: 4;endOffset: 10;endLine: 199,Maintenance (Code Smells),,Matteo Razionale,0h1m,3cd63479978a9ed1fb53af1c511ebb519ff36e16
J62,To-Do,New,Normal,"java:S5786:  ""Remove this 'public' modifier.""",INFO,2min,Key: AYfl9r_dd9SEFTPV56ZV Path: org.apache.commons_commons-compress:src/test/java/org/apache/commons/compress/archivers/tar/TarArchiveEntryTest.java - startLine: 215;startOffset: 4;endOffset: 10;endLine: 215,Maintenance (Code Smells),,Matteo Razionale,0h1m,d2c2c7df641a6cb97e05bef22fc408820cd30ce3
J63,To-Do,New,Normal,"java:S5786:  ""Remove this 'public' modifier.""",INFO,2min,Key: AYfl9r_dd9SEFTPV56ZW Path: org.apache.commons_commons-compress:src/test/java/org/apache/commons/compress/archivers/tar/TarArchiveEntryTest.java - startLine: 246;startOffset: 4;endOffset: 10;endLine: 246,Maintenance (Code Smells),,Matteo Razionale,0h1m,a8b0f7341d614da913d5d58c581c82e252657ea1
J64,To-Do,New,Normal,"java:S5786:  ""Remove this 'public' modifier.""",INFO,2min,Key: AYfl9r_dd9SEFTPV56ZX Path: org.apache.commons_commons-compress:src/test/java/org/apache/commons/compress/archivers/tar/TarArchiveEntryTest.java - startLine: 278;startOffset: 4;endOffset: 10;endLine: 278,Maintenance (Code Smells),,Matteo Razionale,0h1m,075aed0306a78b36b77da4d4ae34358412ab5c41
J65,To-Do,New,Normal,"java:S5786:  ""Remove this 'public' modifier.""",INFO,2min,Key: AYfl9r_dd9SEFTPV56ZY Path: org.apache.commons_commons-compress:src/test/java/org/apache/commons/compress/archivers/tar/TarArchiveEntryTest.java - startLine: 309;startOffset: 4;endOffset: 10;endLine: 309,Maintenance (Code Smells),,Matteo Razionale,0h1m,e3fec4aea5bba05bb6125d402c36b6863bab6b6b
J66,To-Do,New,Normal,"java:S5786:  ""Remove this 'public' modifier.""",INFO,2min,Key: AYfl9r_dd9SEFTPV56ZZ Path: org.apache.commons_commons-compress:src/test/java/org/apache/commons/compress/archivers/tar/TarArchiveEntryTest.java - startLine: 350;startOffset: 4;endOffset: 10;endLine: 350,Maintenance (Code Smells),,Matteo Razionale,0h1m,5e34ead595d5d802ec5083c315d07a3ab41a521b
