ID,Tracker,Status,Priority,Subject,Category,Estimated time,Description,Caratteristica di riferimento,,Assegnatario,Tempo Effettivo,Hash Commit
Z17,To-Do,New,Normal,"java:S3415:  ""Change this assertion to not compare two literals.""",MAJOR,2min,Key: AYfl9r_Pd9SEFTPV56ZA Path: org.apache.commons_commons-compress:src/test/java/org/apache/commons/compress/archivers/tar/FileTimesIT.java - startLine: 346;startOffset: 33;endOffset: 54;endLine: 346,Maintenance (Code Smells),,Matteo Razionale,0h2m,005154e715a73c3c85a95ae3703693ac8436e677
Z18,To-Do,New,Normal,"java:S3415:  ""Change this assertion to not compare two literals.""",MAJOR,2min,Key: AYfl9r_Pd9SEFTPV56ZB Path: org.apache.commons_commons-compress:src/test/java/org/apache/commons/compress/archivers/tar/FileTimesIT.java - startLine: 417;startOffset: 33;endOffset: 40;endLine: 417,Maintenance (Code Smells),,Matteo Razionale,0h2m,e251fef44bb9de2d9dc8653a2bec310ab4fd4b80
Z19,To-Do,New,Normal,"java:S3415:  ""Change this assertion to not compare two literals.""",MAJOR,2min,Key: AYfl9r_Pd9SEFTPV56ZC Path: org.apache.commons_commons-compress:src/test/java/org/apache/commons/compress/archivers/tar/FileTimesIT.java - startLine: 425;startOffset: 33;endOffset: 54;endLine: 425,Maintenance (Code Smells),,Matteo Razionale,0h2m,19a2f91fad63fb658f85d4d52d6b178ec49a39d7
Z20,To-Do,New,Normal,"java:S3415:  ""Change this assertion to not compare two literals.""",MAJOR,2min,Key: AYfl9r_Pd9SEFTPV56ZE Path: org.apache.commons_commons-compress:src/test/java/org/apache/commons/compress/archivers/tar/FileTimesIT.java - startLine: 489;startOffset: 33;endOffset: 40;endLine: 489,Maintenance (Code Smells),,Matteo Razionale,0h2m,ffe25f6e82faa8a9b8e4425e4997319ddad9e5e9
Z21,To-Do,New,Normal,"java:S3415:  ""Change this assertion to not compare two literals.""",MAJOR,2min,Key: AYfl9r_Pd9SEFTPV56ZF Path: org.apache.commons_commons-compress:src/test/java/org/apache/commons/compress/archivers/tar/FileTimesIT.java - startLine: 498;startOffset: 33;endOffset: 54;endLine: 498,Maintenance (Code Smells),,Matteo Razionale,0h2m,5aa4fc6df0ca4cad82f752e6046a7a0e6c2950a4
Z22,To-Do,New,Normal,"java:S3415:  ""Swap these 2 arguments so they are in the correct order: expected value actual value.""",MAJOR,2min,Key: AYfl9r_dd9SEFTPV56Zk Path: org.apache.commons_commons-compress:src/test/java/org/apache/commons/compress/archivers/tar/TarArchiveEntryTest.java - startLine: 207;startOffset: 38;endOffset: 39;endLine: 207,Maintenance (Code Smells),,Matteo Razionale,0h2m,90b0143aef337f964d9ce92e30ce47a68320de3e
Z23,To-Do,New,Normal,"java:S3415:  ""Swap these 2 arguments so they are in the correct order: expected value actual value.""",MAJOR,2min,Key: AYfl9r_dd9SEFTPV56Zl Path: org.apache.commons_commons-compress:src/test/java/org/apache/commons/compress/archivers/tar/TarArchiveEntryTest.java - startLine: 320;startOffset: 38;endOffset: 39;endLine: 320,Maintenance (Code Smells),,Matteo Razionale,0h2m,0b5b1a1dda1867d4f08032005e7531321b75dd15
Z24,To-Do,New,Normal,"java:S3415:  ""Swap these 2 arguments so they are in the correct order: expected value actual value.""",MAJOR,2min,Key: AYfl9r3td9SEFTPV56KB Path: org.apache.commons_commons-compress:src/test/java/org/apache/commons/compress/utils/FixedLengthBlockOutputStreamTest.java - startLine: 84;startOffset: 44;endOffset: 45;endLine: 84,Maintenance (Code Smells),,Matteo Razionale,0h2m,4add0a84039c8b87a6e932011854de9d3582c3d9
Z25,To-Do,New,Normal,"java:S3415:  ""Swap these 2 arguments so they are in the correct order: expected value actual value.""",MAJOR,2min,Key: AYfl9r-Ud9SEFTPV56Vs Path: org.apache.commons_commons-compress:src/test/java/org/apache/commons/compress/archivers/TarTestCase.java - startLine: 342;startOffset: 35;endOffset: 37;endLine: 342,Maintenance (Code Smells),,Matteo Razionale,0h2m,f2d2b7e4962d32968f4b2c3a7016119dd24e4d65
Z26,To-Do,New,Normal,"java:S3415:  ""Swap these 2 arguments so they are in the correct order: expected value actual value.""",MAJOR,2min,Key: AYfl9sCvd9SEFTPV56bm Path: org.apache.commons_commons-compress:src/test/java/org/apache/commons/compress/archivers/ZipTestCase.java - startLine: 759;startOffset: 37;endOffset: 38;endLine: 759,Maintenance (Code Smells),,Matteo Razionale,0h2m,b6802a7cb65e2b0ee93abba982f8329f59529dba
Z27,To-Do,New,Normal,"java:S3415:  ""Swap these 2 arguments so they are in the correct order: expected value actual value.""",MAJOR,2min,Key: AYfl9r-bd9SEFTPV56Wk Path: org.apache.commons_commons-compress:src/test/java/org/apache/commons/compress/archivers/tar/TarUtilsTest.java - startLine: 393;startOffset: 26;endOffset: 28;endLine: 393,Maintenance (Code Smells),,Matteo Razionale,0h2m,f3643dea648bd5fc8678045bd4b6873e3bcf6023
Z28,To-Do,New,Normal,"java:S3415:  ""Swap these 2 arguments so they are in the correct order: expected value actual value.""",MAJOR,2min,Key: AYfl9r-bd9SEFTPV56Wl Path: org.apache.commons_commons-compress:src/test/java/org/apache/commons/compress/archivers/tar/TarUtilsTest.java - startLine: 400;startOffset: 26;endOffset: 28;endLine: 400,Maintenance (Code Smells),,Matteo Razionale,0h2m,75fcb4449ffb62eb47df0951e330b60ab890c4c1
Z29,To-Do,New,Normal,"java:S3415:  ""Swap these 2 arguments so they are in the correct order: expected value actual value.""",MAJOR,2min,Key: AYfl9r7Nd9SEFTPV56Qe Path: org.apache.commons_commons-compress:src/test/java/org/apache/commons/compress/archivers/zip/ZipMemoryFileSystemTest.java - startLine: 410;startOffset: 47;endOffset: 48;endLine: 410,Maintenance (Code Smells),,Matteo Razionale,0h2m,5430b4047b3c457010c0741ddddd0c2088ac5154
Z30,To-Do,New,Normal,"java:S3415:  ""Swap these 2 arguments so they are in the correct order: expected value actual value.""",MAJOR,2min,Key: AYfl9r7Nd9SEFTPV56Qf Path: org.apache.commons_commons-compress:src/test/java/org/apache/commons/compress/archivers/zip/ZipMemoryFileSystemTest.java - startLine: 506;startOffset: 47;endOffset: 48;endLine: 506,Maintenance (Code Smells),,Matteo Razionale,0h2m,f2743c7bc60bc1bfd3710279425ee7d9a2489c5a
Z31,To-Do,New,Normal,"java:S3415:  ""Swap these 2 arguments so they are in the correct order: expected value actual value.""",MAJOR,2min,Key: AYfl9sA2d9SEFTPV56ao Path: org.apache.commons_commons-compress:src/test/java/org/apache/commons/compress/archivers/cpio/CpioArchiveInputStreamTest.java - startLine: 88;startOffset: 28;endOffset: 29;endLine: 88,Maintenance (Code Smells),,Matteo Razionale,0h2m,c94d069b81dfdbc0431f182fe594ba9f40a39909
Z32,To-Do,New,Normal,"java:S5785:  ""Use assertEquals instead.""",MAJOR,2min,Key: AYfl9r19d9SEFTPV56IL Path: org.apache.commons_commons-compress:src/test/java/org/apache/commons/compress/harmony/unpack200/tests/ArchiveTest.java - startLine: 179;startOffset: 8;endOffset: 18;endLine: 179,Maintenance (Code Smells),,Matteo Razionale,0h2m,ab6cffa1ceca709f33462dadca662088adfb21f3
Z33,To-Do,New,Normal,"java:S5993:  ""Change the visibility of this constructor to protected.""",MAJOR,2min,Key: AYfl9rkzd9SEFTPV55-3 Path: org.apache.commons_commons-compress:src/main/java/org/apache/commons/compress/harmony/pack200/BandSet.java - startLine: 197;startOffset: 4;endOffset: 10;endLine: 197,Maintenance (Code Smells),,Matteo Razionale,rejected,
Z34,To-Do,New,Normal,"java:S5993:  ""Change the visibility of this constructor to protected.""",MAJOR,2min,Key: AYfl9rWid9SEFTPV55su Path: org.apache.commons_commons-compress:src/main/java/org/apache/commons/compress/compressors/lz77support/AbstractLZ77CompressorInputStream.java - startLine: 129;startOffset: 4;endOffset: 10;endLine: 129,Maintenance (Code Smells),,Matteo Razionale,rejected,
Z35,To-Do,New,Normal,"java:S5993:  ""Change the visibility of this constructor to protected.""",MAJOR,2min,Key: AYfl9rakd9SEFTPV55tk Path: org.apache.commons_commons-compress:src/main/java/org/apache/commons/compress/harmony/unpack200/bytecode/forms/InitMethodReferenceForm.java - startLine: 31;startOffset: 4;endOffset: 10;endLine: 31,Maintenance (Code Smells),,Matteo Razionale,rejected,
Z36,To-Do,New,Normal,"java:S5993:  ""Change the visibility of this constructor to protected.""",MAJOR,2min,Key: AYfl9rfCd9SEFTPV55zf Path: org.apache.commons_commons-compress:src/main/java/org/apache/commons/compress/harmony/unpack200/BandSet.java - startLine: 50;startOffset: 4;endOffset: 10;endLine: 50,Maintenance (Code Smells),,Matteo Razionale,rejected,
Z37,To-Do,New,Normal,"java:S5993:  ""Change the visibility of this constructor to protected.""",MAJOR,2min,Key: AYfl9rdJd9SEFTPV55yc Path: org.apache.commons_commons-compress:src/main/java/org/apache/commons/compress/harmony/unpack200/bytecode/AnnotationsAttribute.java - startLine: 194;startOffset: 4;endOffset: 10;endLine: 194,Maintenance (Code Smells),,Matteo Razionale,rejected,
Z38,To-Do,New,Normal,"java:S5993:  ""Change the visibility of this constructor to protected.""",MAJOR,2min,Key: AYfl9reVd9SEFTPV55zG Path: org.apache.commons_commons-compress:src/main/java/org/apache/commons/compress/harmony/unpack200/bytecode/Attribute.java - startLine: 32;startOffset: 4;endOffset: 10;endLine: 32,Maintenance (Code Smells),,Matteo Razionale,rejected,
Z39,To-Do,New,Normal,"java:S5993:  ""Change the visibility of this constructor to protected.""",MAJOR,2min,Key: AYfl9rd9d9SEFTPV55y9 Path: org.apache.commons_commons-compress:src/main/java/org/apache/commons/compress/harmony/unpack200/bytecode/BCIRenumberedAttribute.java - startLine: 33;startOffset: 4;endOffset: 10;endLine: 33,Maintenance (Code Smells),,Matteo Razionale,rejected,
Z40,To-Do,New,Normal,"java:S5993:  ""Change the visibility of this constructor to protected.""",MAJOR,2min,Key: AYfl9rdbd9SEFTPV55yk Path: org.apache.commons_commons-compress:src/main/java/org/apache/commons/compress/harmony/unpack200/bytecode/CPConstant.java - startLine: 36;startOffset: 4;endOffset: 10;endLine: 36,Maintenance (Code Smells),,Matteo Razionale,rejected,
Z41,To-Do,New,Normal,"java:S5993:  ""Change the visibility of this constructor to protected.""",MAJOR,2min,Key: AYfl9rc2d9SEFTPV55yP Path: org.apache.commons_commons-compress:src/main/java/org/apache/commons/compress/harmony/unpack200/bytecode/CPConstantNumber.java - startLine: 24;startOffset: 4;endOffset: 10;endLine: 24,Maintenance (Code Smells),,Matteo Razionale,rejected,
Z42,To-Do,New,Normal,"java:S5993:  ""Change the visibility of this constructor to protected.""",MAJOR,2min,Key: AYfl9rdqd9SEFTPV55yt Path: org.apache.commons_commons-compress:src/main/java/org/apache/commons/compress/harmony/unpack200/bytecode/CPRef.java - startLine: 45;startOffset: 4;endOffset: 10;endLine: 45,Maintenance (Code Smells),,Matteo Razionale,rejected,
Z43,To-Do,New,Normal,"java:S5993:  ""Change the visibility of this constructor to protected.""",MAJOR,2min,Key: AYfl9rbKd9SEFTPV55tu Path: org.apache.commons_commons-compress:src/main/java/org/apache/commons/compress/harmony/unpack200/bytecode/forms/ByteCodeForm.java - startLine: 310;startOffset: 4;endOffset: 10;endLine: 310,Maintenance (Code Smells),,Matteo Razionale,rejected,
Z44,To-Do,New,Normal,"java:S5993:  ""Change the visibility of this constructor to protected.""",MAJOR,2min,Key: AYfl9rbKd9SEFTPV55tv Path: org.apache.commons_commons-compress:src/main/java/org/apache/commons/compress/harmony/unpack200/bytecode/forms/ByteCodeForm.java - startLine: 322;startOffset: 4;endOffset: 10;endLine: 322,Maintenance (Code Smells),,Matteo Razionale,rejected,
Z45,To-Do,New,Normal,"java:S5993:  ""Change the visibility of this constructor to protected.""",MAJOR,2min,Key: AYfl9rbcd9SEFTPV55xj Path: org.apache.commons_commons-compress:src/main/java/org/apache/commons/compress/harmony/unpack200/bytecode/forms/ClassSpecificReferenceForm.java - startLine: 32;startOffset: 4;endOffset: 10;endLine: 32,Maintenance (Code Smells),,Matteo Razionale,rejected,
Z46,To-Do,New,Normal,"java:S5993:  ""Change the visibility of this constructor to protected.""",MAJOR,2min,Key: AYfl9rZzd9SEFTPV55tf Path: org.apache.commons_commons-compress:src/main/java/org/apache/commons/compress/harmony/unpack200/bytecode/forms/ReferenceForm.java - startLine: 32;startOffset: 4;endOffset: 10;endLine: 32,Maintenance (Code Smells),,Matteo Razionale,rejected,
Z47,To-Do,New,Normal,"java:S5993:  ""Change the visibility of this constructor to protected.""",MAJOR,2min,Key: AYfl9rbnd9SEFTPV55xk Path: org.apache.commons_commons-compress:src/main/java/org/apache/commons/compress/harmony/unpack200/bytecode/forms/SingleByteReferenceForm.java - startLine: 31;startOffset: 4;endOffset: 10;endLine: 31,Maintenance (Code Smells),,Matteo Razionale,rejected,
Z48,To-Do,New,Normal,"java:S5993:  ""Change the visibility of this constructor to protected.""",MAJOR,2min,Key: AYfl9raFd9SEFTPV55ti Path: org.apache.commons_commons-compress:src/main/java/org/apache/commons/compress/harmony/unpack200/bytecode/forms/SwitchForm.java - startLine: 24;startOffset: 4;endOffset: 10;endLine: 24,Maintenance (Code Smells),,Matteo Razionale,rejected,
Z49,To-Do,New,Normal,"java:S5993:  ""Change the visibility of this constructor to protected.""",MAJOR,2min,Key: AYfl9ra3d9SEFTPV55ts Path: org.apache.commons_commons-compress:src/main/java/org/apache/commons/compress/harmony/unpack200/bytecode/forms/VariableInstructionForm.java - startLine: 25;startOffset: 4;endOffset: 10;endLine: 25,Maintenance (Code Smells),,Matteo Razionale,rejected,
Z50,To-Do,New,Normal,"java:S5993:  ""Change the visibility of this constructor to protected.""",MAJOR,2min,Key: AYfl9ryMd9SEFTPV56Fu Path: org.apache.commons_commons-compress:src/main/java/org/apache/commons/compress/utils/BoundedArchiveInputStream.java - startLine: 40;startOffset: 4;endOffset: 10;endLine: 40,Maintenance (Code Smells),,Matteo Razionale,rejected,
Z51,To-Do,New,Normal,"java:S1068:  ""Remove this unused archiveMajor private field.""",MAJOR,5min,Key: AYfl9rgDd9SEFTPV551r Path: org.apache.commons_commons-compress:src/main/java/org/apache/commons/compress/harmony/unpack200/SegmentHeader.java - startLine: 38;startOffset: 16;endOffset: 28;endLine: 38,Maintenance (Code Smells),,Matteo Razionale,rejected,
Z52,To-Do,New,Normal,"java:S1068:  ""Remove this unused archiveMinor private field.""",MAJOR,5min,Key: AYfl9rgDd9SEFTPV551s Path: org.apache.commons_commons-compress:src/main/java/org/apache/commons/compress/harmony/unpack200/SegmentHeader.java - startLine: 40;startOffset: 16;endOffset: 28;endLine: 40,Maintenance (Code Smells),,Matteo Razionale,rejected,
Z53,To-Do,New,Normal,"java:S1068:  ""Remove this unused archiveName private field.""",MAJOR,5min,Key: AYfl9rrid9SEFTPV56DA Path: org.apache.commons_commons-compress:src/main/java/org/apache/commons/compress/archivers/zip/ZipFile.java - startLine: 395;startOffset: 25;endOffset: 36;endLine: 395,Maintenance (Code Smells),,Matteo Razionale,0h2m,b555e9d160095098dae016649e8e4007e3d97c73
Z54,To-Do,New,Normal,"java:S1068:  ""Remove this unused bcEscByte private field.""",MAJOR,5min,Key: AYfl9rfQd9SEFTPV55z0 Path: org.apache.commons_commons-compress:src/main/java/org/apache/commons/compress/harmony/unpack200/BcBands.java - startLine: 71;startOffset: 20;endOffset: 29;endLine: 71,Maintenance (Code Smells),,Matteo Razionale,0h2m,4519ba1a2a8b2c0052f499b766543c3492d61bdb
Z55,To-Do,New,Normal,"java:S1068:  ""Remove this unused bcEscRef private field.""",MAJOR,5min,Key: AYfl9rfQd9SEFTPV55zy Path: org.apache.commons_commons-compress:src/main/java/org/apache/commons/compress/harmony/unpack200/BcBands.java - startLine: 68;startOffset: 18;endOffset: 26;endLine: 68,Maintenance (Code Smells),,Matteo Razionale,0h2m,0b234dc61478c2694cdd1be424f4115743cd2c01
Z56,To-Do,New,Normal,"java:S1068:  ""Remove this unused bcEscRefSize private field.""",MAJOR,5min,Key: AYfl9rfQd9SEFTPV55zz Path: org.apache.commons_commons-compress:src/main/java/org/apache/commons/compress/harmony/unpack200/BcBands.java - startLine: 69;startOffset: 18;endOffset: 30;endLine: 69,Maintenance (Code Smells),,Matteo Razionale,0h2m,42d7b17b3b1b887a4cd68fd1e2a2d044ce85758d
Z57,To-Do,New,Normal,"java:S1068:  ""Remove this unused bitlen private field.""",MAJOR,5min,Key: AYfl9rnyd9SEFTPV56Bo Path: org.apache.commons_commons-compress:src/main/java/org/apache/commons/compress/archivers/zip/X0017_StrongEncryptionHeader.java - startLine: 253;startOffset: 16;endOffset: 22;endLine: 253,Maintenance (Code Smells),,Matteo Razionale,rejected,
Z58,To-Do,New,Normal,"java:S1068:  ""Remove this unused erdData private field.""",MAJOR,5min,Key: AYfl9rnyd9SEFTPV56Br Path: org.apache.commons_commons-compress:src/main/java/org/apache/commons/compress/archivers/zip/X0017_StrongEncryptionHeader.java - startLine: 261;startOffset: 19;endOffset: 26;endLine: 261,Maintenance (Code Smells),,Matteo Razionale,0h2m,6d23c09c5d7f72e711f223eada9d2c0b82821ce0
Z59,To-Do,New,Normal,"java:S1068:  ""Remove this unused flags private field.""",MAJOR,5min,Key: AYfl9rnyd9SEFTPV56Bp Path: org.apache.commons_commons-compress:src/main/java/org/apache/commons/compress/archivers/zip/X0017_StrongEncryptionHeader.java - startLine: 254;startOffset: 16;endOffset: 21;endLine: 254,Maintenance (Code Smells),,Matteo Razionale,rejected,
Z60,To-Do,New,Normal,"java:S1068:  ""Remove this unused format private field.""",MAJOR,5min,Key: AYfl9rnyd9SEFTPV56Bn Path: org.apache.commons_commons-compress:src/main/java/org/apache/commons/compress/archivers/zip/X0017_StrongEncryptionHeader.java - startLine: 250;startOffset: 16;endOffset: 22;endLine: 250,Maintenance (Code Smells),,Matteo Razionale,rejected,
Z61,To-Do,New,Normal,"java:S1068:  ""Remove this unused ivData private field.""",MAJOR,5min,Key: AYfl9rnyd9SEFTPV56Bq Path: org.apache.commons_commons-compress:src/main/java/org/apache/commons/compress/archivers/zip/X0017_StrongEncryptionHeader.java - startLine: 259;startOffset: 19;endOffset: 25;endLine: 259,Maintenance (Code Smells),,Matteo Razionale,0h2m,9dcb26ebec8bd09cc7953b718f9083ff64862cfa
Z62,To-Do,New,Normal,"java:S1068:  ""Remove this unused keyBlob private field.""",MAJOR,5min,Key: AYfl9rnyd9SEFTPV56Bt Path: org.apache.commons_commons-compress:src/main/java/org/apache/commons/compress/archivers/zip/X0017_StrongEncryptionHeader.java - startLine: 265;startOffset: 19;endOffset: 26;endLine: 265,Maintenance (Code Smells),,Matteo Razionale,0h2m,36d211b719e5b0731228dfa92662b5aba3b9f32c
Z63,To-Do,New,Normal,"java:S1068:  ""Remove this unused recipientKeyHash private field.""",MAJOR,5min,Key: AYfl9rnyd9SEFTPV56Bs Path: org.apache.commons_commons-compress:src/main/java/org/apache/commons/compress/archivers/zip/X0017_StrongEncryptionHeader.java - startLine: 263;startOffset: 19;endOffset: 35;endLine: 263,Maintenance (Code Smells),,Matteo Razionale,0h2m,2b145e10eac16fe7b11369c338be7e7f4bf0a4eb
Z64,To-Do,New,Normal,"java:S1068:  ""Remove this unused vCRC32 private field.""",MAJOR,5min,Key: AYfl9rnyd9SEFTPV56Bv Path: org.apache.commons_commons-compress:src/main/java/org/apache/commons/compress/archivers/zip/X0017_StrongEncryptionHeader.java - startLine: 269;startOffset: 19;endOffset: 25;endLine: 269,Maintenance (Code Smells),,Matteo Razionale,0h2m,ea3fdb56d47bf983db481f0ff5367c3a8ff84570
Z65,To-Do,New,Normal,"java:S1068:  ""Remove this unused vData private field.""",MAJOR,5min,Key: AYfl9rnyd9SEFTPV56Bu Path: org.apache.commons_commons-compress:src/main/java/org/apache/commons/compress/archivers/zip/X0017_StrongEncryptionHeader.java - startLine: 267;startOffset: 19;endOffset: 24;endLine: 267,Maintenance (Code Smells),,Matteo Razionale,0h2m,860ec95ca97fc577f83dc1e4cd25ac116386aaa0
Z66,To-Do,New,Normal,"java:S108:  ""Either remove or fill this block of code.""",MAJOR,5min,Key: AYfl9rkzd9SEFTPV55_A Path: org.apache.commons_commons-compress:src/main/java/org/apache/commons/compress/harmony/pack200/BandSet.java - startLine: 388;startOffset: 53;endOffset: 54;endLine: 388,Maintenance (Code Smells),,Matteo Razionale,0h2m,a5e550abe40aa504f9b3f7e62364b4748543d56d
Z67,To-Do,New,Normal,"java:S108:  ""Either remove or fill this block of code.""",MAJOR,5min,Key: AYfl9rgYd9SEFTPV552W Path: org.apache.commons_commons-compress:src/main/java/org/apache/commons/compress/harmony/unpack200/Archive.java - startLine: 209;startOffset: 40;endOffset: 41;endLine: 209,Maintenance (Code Smells),,Matteo Razionale,0h2m,aa5ea7c0c1767395885270abf8f6133ca24fe306
